id,year,question_text,option_A,option_B,option_C,option_D,correct_answer,explanation,tags
1029,0,"A 6-year-old child presents with a low-grade fever and a 'slapped cheek' appearance on the face, followed by a lacy, reticular rash on the trunk. What is the causative agent?",,,,,b,### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. Erythema Infectiosum (Fifth Disease) is caused by **Parvovirus B19**. It is classically known for the 'slapped cheek' rash followed by a reticular (lacy) pattern on the body.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (Parvovirus B19):** Causes Slapped Cheek disease.\n- ❌ **a (HHV-6):** Causes Exanthema Subitum (Roseola); high fever drops then rash appears.\n- ❌ **c (Rubella):** German measles; characterized by Forchheimer spots and lymphadenopathy.\n- ❌ **d (Measles):** Starts behind ears with Koplik's spots.\n\n### 3. MEMORY AID (MNEMONIC)\n**'Five Fingers Slapped the Cheek'** — **Fifth** disease (Parvovirus B19) looks like a slap.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'Which hematological complication can Parvovirus B19 cause in patients with sickle cell disease?' (Aplastic crisis).\n- **Key Connection:** Important for **Pediatrics** and **Dermatology**.,Pediatrics|Dermatology|practiseset
1030,0,Which of the following conditions is characterized by the 'double bubble' sign on an abdominal X-ray of a neonate?,,,,,c,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption c is correct. The 'double bubble' sign represents gas in the stomach and the proximal duodenum, indicating a complete obstruction in the duodenum, classically seen in **Duodenal Atresia**.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **c (Duodenal atresia):** Pathognomonic X-ray finding; often associated with Down Syndrome.\n- ❌ **b (Pyloric stenosis):** Usually shows a single large stomach bubble with little distal gas.\n- ❌ **a (Intussusception):** May show signs of distal small bowel obstruction or a soft tissue mass.\n\n### 3. MEMORY AID (MNEMONIC)\n**'D-D-D'** — **D**uodenal atresia, **D**ouble bubble, **D**own Syndrome.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the characteristic clinical symptom of duodenal atresia?' (Early-onset bilious vomiting in a neonate).\n- **Key Connection:** Vital for **Radiology** and **Pediatrics**.",Radiology|Pediatrics|practiseset
1031,0,What is the primary mechanism of action of the drug Metformin in the treatment of Type 2 Diabetes?,,,,,c,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption c is correct. Metformin (a biguanide) primarily works by inhibiting glucose production in the liver (**gluconeogenesis**) and increasing insulin sensitivity in peripheral tissues.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **c (Inhibition of gluconeogenesis):** Its major clinical effect.\n- ❌ **a (Insulin secretion):** Mechanism of Sulfonylureas.\n- ❌ **b (Urine excretion):** Mechanism of SGLT2 inhibitors (e.g., Dapagliflozin).\n- ❌ **d (Absorption):** Mechanism of Alpha-glucosidase inhibitors (e.g., Acarbose).\n\n### 3. MEMORY AID (MNEMONIC)\n**'Met-Liver-Off'** — **Met**formin turns the **Liver**'s glucose production **Off**.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the most serious, although rare, side effect of Metformin?' (Lactic acidosis).\n- **Key Connection:** Essential for **Pharmacology** and **Medicine**.",Pharmacology|Medicine|practiseset
1032,0,"In a medicolegal context, 'Fingerprint' evidence is based on which of the following principles?",,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. The 'Principle of Individuality' (or Dactylography) states that no two individuals, including identical twins, have the same fingerprint patterns, making them a permanent and unique identifier.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (Individuality):** The foundation of fingerprinting (Galton's details).\n- ❌ **a (Locard's):** States that every contact leaves a trace; fundamental to all forensic science.\n- ❌ **d (Rule of 12):** Refers to the timeline of rigor mortis.\n\n### 3. MEMORY AID (MNEMONIC)\n**'Print = Person'** — Every **Print** belongs to only one **Person** (Individuality).\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the most common fingerprint pattern?' (Loops, followed by whorls and arches).\n- **Key Connection:** High-yield for **Forensic Medicine** and **Criminology**.",Forensic Medicine|practiseset
1033,0,Which of the following anatomical structures is most commonly involved in a direct inguinal hernia?,,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. Direct inguinal hernias occur when abdominal contents protrude through a weak spot in the posterior wall of the inguinal canal, specifically within **Hesselbach's Triangle**.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (Hesselbach's):** The site of protrusion for direct hernias (medial to inferior epigastric vessels).\n- ❌ **a (Deep ring):** The site of origin for **indirect** hernias (lateral to inferior epigastric vessels).\n- ❌ **c (Femoral canal):** Site for femoral hernias; more common in females.\n\n### 3. MEMORY AID (MNEMONIC)\n**'MD - Direct Medial'** — **M**edial to vessels = **D**irect; **I**ndirect = **L**ateral to vessels.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What are the boundaries of Hesselbach's triangle?' (Inferior epigastric vessels, Rectus abdominis, and Inguinal ligament).\n- **Key Connection:** Vital for **Surgery** and **Anatomy**.",Surgery|Anatomy|practiseset
1034,0,What is the most common cause of spontaneous subarachnoid hemorrhage (SAH)?,,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. Approximately 85% of spontaneous (non-traumatic) SAH cases are caused by the rupture of a **Berry (saccular) aneurysm**, typically found in the Circle of Willis.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (Berry aneurysm):** Leading cause of spontaneous SAH.\n- ❌ **a (Hypertension):** Most common cause of **intracerebral** (parenchymal) hemorrhage, not SAH.\n- ❌ **c (AVM):** A common cause in younger patients but less frequent overall than aneurysms.\n\n### 3. MEMORY AID (MNEMONIC)\n**'Berry bad headache'** — Rupture of a **Berry** aneurysm causes the 'worst headache of life' (SAH).\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the most common location for a Berry aneurysm?' (Anterior communicating artery).\n- **Key Connection:** Important for **Neurology** and **Neurosurgery**.",Neurology|Neurosurgery|practiseset
1035,0,"Under the Integrated Child Development Services (ICDS) scheme, which of the following is the target age group for 'Supplementary Nutrition'?",,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. The ICDS scheme provides supplementary nutrition and other services to children in the age group of **0 to 6 years**, as well as pregnant and lactating mothers.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (0-6 years):** The core target pediatric age group.\n- ❌ **c (6-14 years):** Target group for the Mid-Day Meal scheme.\n\n### 3. MEMORY AID (MNEMONIC)\n**'I-C-D-S = 0 to 6'** — Focus on the preschool years.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the protein requirement for a pregnant mother under ICDS?' (18-20 g).\n- **Key Connection:** Essential **PSM** policy knowledge.",PSM|Pediatrics|practiseset
1036,0,"A 12-year-old child presents with high fever, sore throat, and a 'strawberry tongue.' A diffuse, sandpaper-like rash is noted on the body. What is the most likely diagnosis?",,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. **Scarlet Fever** is caused by Group A Streptococcus (erythrogenic toxin). It is characterized by pharyngitis, a 'strawberry tongue,' and a classic 'sandpaper' rash.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (Scarlet fever):** Sandpaper rash + Strawberry tongue + Sore throat.\n- ❌ **a (Kawasaki):** Also has a strawberry tongue but involves long-standing fever, conjunctivitis, and no sore throat.\n- ❌ **c (Measles):** Koplik's spots and maculopapular rash.\n\n### 3. MEMORY AID (MNEMONIC)\n**'Sandpaper Scarlatina'** — **Scarlet** fever feels like **sandpaper**.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the treatment of choice for Scarlet Fever?' (Penicillin or Amoxicillin).\n- **Key Connection:** High-yield for **Pediatrics** and **ENT**.",Pediatrics|ENT|practiseset
1037,0,Which of the following is the hallmark clinical sign of 'Primary Syphilis'?,,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. The primary stage of syphilis (Treponema pallidum) is characterized by a **Hard Chancre**—a painless, indurated ulcer at the site of inoculation.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (Hard Chancre):** Primary Syphilis hallmark.\n- ❌ **d (Rash on palms/soles):** Secondary Syphilis feature.\n- ❌ **a (Condyloma lata):** Secondary Syphilis feature.\n- ❌ **c (Gumma):** Tertiary Syphilis feature.\n\n### 3. MEMORY AID (MNEMONIC)\n**'P-H-S'** — **P**rimary = **H**ard **S**hancre (Painless).\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the drug of choice for Syphilis?' (Benzathine Penicillin G).\n- **Key Connection:** Important for **Dermatology** and **Microbiology**.",Dermatology|Microbiology|practiseset
1038,0,What is the most sensitive imaging modality for detecting an early acute ischemic stroke?,,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. **Diffusion-Weighted Imaging (DWI)** is the most sensitive sequence for detecting acute ischemia, as it can visualize 'cytotoxic edema' within minutes of the stroke.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (MRI-DWI):** Can detect stroke within 15–30 minutes.\n- ❌ **a (Non-contrast CT):** Used primarily to **rule out hemorrhage**; it may remain normal for the first 6–24 hours of an ischemic stroke.\n\n### 3. MEMORY AID (MNEMONIC)\n**'D-D'** — **D**iffusion for **D**etection (Early).\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the time window for administering IV thrombolysis (alteplase)?' (Within 4.5 hours of symptom onset).\n- **Key Connection:** Vital for **Radiology** and **Neurology**.",Radiology|Neurology|practiseset
1039,0,Which of the following is the most common site for a 'Berry Aneurysm' in the Circle of Willis?,,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. The **Anterior Communicating Artery (ACoA)** is the most frequent site for saccular (Berry) aneurysms, accounting for approximately 30-35% of cases.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (A-Com):** Most common site overall.\n- ❌ **a (P-Com):** Second most common site; often associated with 3rd nerve palsy.\n\n### 3. MEMORY AID (MNEMONIC)\n**'A is for Always first'** — **A**nterior Communicating is the #1 site.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'Which cranial nerve palsy is classically seen with a P-Com aneurysm?' (3rd Nerve / Oculomotor palsy).\n- **Key Connection:** Essential for **Anatomy** and **Neurosurgery**.",Anatomy|Neurosurgery|practiseset
1040,0,What is the 'Gold Standard' for the diagnosis of Hirschsprung disease?,,,,,c,### 1. DIRECT ANSWER & CORE EXPLANATION\nOption c is correct. **Rectal suction biopsy** is the gold standard because it allows for the histological confirmation of the absence of ganglion cells in the Meissner and Auerbach plexuses.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **c (Biopsy):** Confirms the absence of ganglion cells.\n- ❌ **a (Barium enema):** Shows a 'transition zone' but is not definitive.\n- ❌ **b (Manometry):** Shows failure of the recto-anal inhibitory reflex; used as a screening tool.\n\n### 3. MEMORY AID (MNEMONIC)\n**'Ganglion Gone'** — You need a **Biopsy** to prove the ganglion cells are **Gone**.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the initial clinical presentation of Hirschsprung disease?' (Failure to pass meconium within the first 48 hours).\n- **Key Connection:** Important for **Pediatrics** and **Surgery**.,Pediatrics|Surgery|practiseset
1041,0,"In the management of Hyperkalemia, which of the following drugs is used specifically to stabilize the myocardial membrane?",,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. **Calcium gluconate** does not lower potassium levels; instead, it antagonizes the effects of hyperkalemia on the heart by stabilizing the cardiac membrane to prevent arrhythmias.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (Calcium gluconate):** Membrane stabilizer.\n- ❌ **c, d:** These work by **shifting** potassium from the extracellular space into the cells.\n- ❌ **a:** Used if metabolic acidosis is present.\n\n### 3. MEMORY AID (MNEMONIC)\n**'Calcium protects the Core'** — Calcium protects the heart (**Core**) but doesn't touch the potassium.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the characteristic ECG change in early hyperkalemia?' (Tall, tented T-waves).\n- **Key Connection:** Critical for **Emergency Medicine** and **Nephrology**.",Medicine|Emergency Medicine|practiseset
1042,0,Which of the following is the most common cause of 'secondary' amenorrhea?,,,,,b,### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. **Pregnancy** is the most common cause of secondary amenorrhea and must always be ruled out first in any woman of reproductive age.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (Pregnancy):** Always the #1 cause to rule out.\n- ❌ **a (PCOS):** The most common **pathological** cause of secondary amenorrhea.\n\n### 3. MEMORY AID (MNEMONIC)\n**'P-P-P'** — **P**regnancy is the **P**rimary cause of **P**ost-menarche (secondary) amenorrhea.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the first test to perform for secondary amenorrhea?' (Urine Pregnancy Test / Beta-hCG).\n- **Key Connection:** Essential for **Obstetrics** and **Gynaecology**.,Obstetrics|Gynaecology|practiseset
1043,0,"In the management of a patient with Acute Pancreatitis, which of the following is the most important initial step?",,,,,b,### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. Early and **aggressive fluid resuscitation** (usually with Ringer's Lactate) is the cornerstone of initial management to prevent organ failure and pancreatic necrosis.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (Fluids):** Essential to maintain organ perfusion.\n- ❌ **a (Antibiotics):** Not routinely recommended unless infection is proven.\n- ❌ **c (ERCP):** Only indicated if concurrent gallstone cholangitis is present.\n\n### 3. MEMORY AID (MNEMONIC)\n**'Drown the Pancreas'** — Use aggressive **Fluids** to wash out the inflammation.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'Which laboratory marker is more specific for acute pancreatitis: Amylase or Lipase?' (Lipase).\n- **Key Connection:** High-yield for **Surgery** and **Medicine**.,Surgery|Medicine|practiseset
1064,0,A 65-year-old woman falls on her outstretched hand and presents with a 'dinner fork' deformity of the wrist. What is the most likely diagnosis?,,,,,b,"### 1. DIRECT ANSWER & CORE EXPLANATION\nOption b is correct. A Colles' fracture is a distal radius fracture with **dorsal** displacement, classically resulting from a fall on an outstretched hand (FOOSH), leading to the 'dinner fork' deformity.\n\n### 2. BREAKDOWN OF OPTIONS\n- ✅ **b (Colles'):** Dorsal displacement; FOOSH; dinner fork deformity.\n- ❌ **a (Smith's):** Also called a 'Reverse Colles'; involves **ventral/volar** displacement, often from a fall on the back of the hand.\n- ❌ **c (Barton's):** An intra-articular fracture-dislocation of the radiocarpal joint.\n- ❌ **d (Chauffeur's):** An intra-articular fracture of the radial styloid process.\n\n### 3. MEMORY AID (MNEMONIC)\n**'DOG'** — **D**orsal = **C**olles (rhymes with **DOG** if you stretch it) vs **'S-V'** — **S**mith = **V**olar.\n\n### 4. FUTURE QUESTIONS & CONNECTIONS\n- **Potential Question:** 'What is the most common late complication of a Colles' fracture?' (Extensor pollicis longus tendon rupture).\n- **Key Connection:** High-yield for **Orthopaedics** trauma.",Orthopaedics|practiseset
